TrainLoss,ValLoss,DataLoss,NonNeg,Smooth,Entropy,Train_MAE,Val_MAE,Train_MSE_metric,Val_MSE_metric,Train_R2,Val_R2,Gate_Expert1,Gate_Expert2,Gate_Expert3,Gate_Expert4
0.003753290340213308,0.00018027913392870687,0.0037532846082843118,0.00018755360423300215,0.0,0.0,0.025233153253793716,0.010801827535033226,0.003770710900425911,0.0001805898209568113,0.9740331172943115,0.9987810850143433,0.6258743405342102,0.24601522088050842,0.03874863684177399,0.08936191350221634
0.00024100351044081993,0.0002081932989312918,0.00024099891156619115,0.00014927683179991852,0.0,0.0,0.012702025473117828,0.012145797722041607,0.0002399386721663177,0.0002082067949231714,0.9983476996421814,0.9985947012901306,0.5730268955230713,0.2567996680736542,0.01719777286052704,0.15297573804855347
0.00024872260309489173,0.00020844447135459632,0.00024871780876691767,0.00015566079503151565,0.0,0.0,0.012843970209360123,0.011897401884198189,0.00024792857584543526,0.00020835420582443476,0.9982926249504089,0.9985936880111694,0.5740850567817688,0.25163036584854126,0.017448117956519127,0.15683643519878387
0.00024513489786899767,0.00018490479396859882,0.0002451286914184757,0.0002015290738713262,0.0,0.0,0.012652651406824589,0.011191870085895061,0.00024392806517425925,0.00018485443433746696,0.9983202219009399,0.9987522959709167,0.5688970685005188,0.2625944912433624,0.008528415113687515,0.15998001396656036
0.0002809911469329006,0.00015102395809662994,0.0002809841660623093,0.00022665883043813546,0.0,0.0,0.013087115250527859,0.009767886251211166,0.00028181911329738796,0.00015120413445401937,0.9980592727661133,0.9989794492721558,0.5637871623039246,0.2506008744239807,0.007936054840683937,0.17767584323883057
0.000249579257914804,0.0002615346320453682,0.00024957305568903157,0.00020141472592630664,0.0,0.0,0.012667780742049217,0.012647919356822968,0.0002475700748618692,0.000257286912528798,0.9982951283454895,0.998263418674469,0.5685323476791382,0.2697931230068207,2.9008849651290802e-06,0.1616716831922531
0.00030012327607114605,0.0001499182435509283,0.0003001168692384043,0.00020803827341766128,0.0,0.0,0.013304703868925571,0.010030535981059074,0.0003002715529873967,0.00014934918726794422,0.9979321956634521,0.9989919662475586,0.5743003487586975,0.2656662166118622,2.904148459492717e-05,0.1600044071674347
0.00025032034875860723,0.0001918606176332105,0.00025031422697910816,0.00019873614309612856,0.0,0.0,0.012846173718571663,0.011340008117258549,0.0002506391319911927,0.00019168085418641567,0.9982739686965942,0.9987062215805054,0.5694174766540527,0.2711593806743622,3.1015480317364563e-07,0.15942296385765076
0.00033334319062217424,0.00031234088692144724,0.0003333368994419523,0.00020426370810450715,0.0,0.0,0.012775703333318233,0.01279564667493105,0.00033203110797330737,0.000305546767776832,0.9977135062217712,0.9979376792907715,0.5653659701347351,0.2712755501270294,1.5516578741880949e-06,0.16335704922676086
0.00030164834618429473,0.00024725100774958264,0.0003016421578649897,0.00020091245037732615,0.0,0.0,0.013255958445370197,0.012932376004755497,0.000300834042718634,0.0002475990913808346,0.9979283213615417,0.9983288049697876,0.5556922554969788,0.25571513175964355,5.606846389127895e-05,0.18853634595870972
0.00025613585081197426,0.00018731794989435002,0.0002561294408693474,0.0002081222694194425,0.0,0.0,0.01289460714906454,0.011006319895386696,0.0002567158662714064,0.00018737217760644853,0.9982321262359619,0.9987353086471558,0.562576413154602,0.26237818598747253,0.00018357431690674275,0.17486174404621124
0.00029118507019677874,0.0002460158993926598,0.0002911787604159232,0.00020488276042611217,0.0,0.0,0.013322502374649048,0.013001673854887486,0.0002899922546930611,0.0002464858116582036,0.9980030059814453,0.9983363151550293,0.5723989605903625,0.2639255225658417,0.0016677124658599496,0.1620076447725296
0.00025908066820721294,0.00014397482573258458,0.00025907447783421017,0.0002010068386176323,0.0,0.0,0.01295544020831585,0.00935069564729929,0.00025873101549223065,0.00014403440582100302,0.9982182383537292,0.9990278482437134,0.5675514340400696,0.26676860451698303,0.0008679177844896913,0.1648121476173401
0.0002479278355754251,0.00018724588790064445,0.00024792138825549987,0.00020936602343300041,0.0,0.0,0.012736136093735695,0.011248903349041939,0.00024780488456599414,0.0001869167754193768,0.9982935190200806,0.9987384080886841,0.5723660588264465,0.2669534683227539,0.00022642452677246183,0.16045407950878143
0.0002875720770868112,0.00016082587717392016,0.0002875647118813621,0.00023917461611187805,0.0,0.0,0.01330912858247757,0.00999004952609539,0.0002885004214476794,0.00016071433492470533,0.9980132579803467,0.9989152550697327,0.5709627270698547,0.2693922817707062,0.00015808895113877952,0.15948697924613953
