epoch,expert,n,mae,mse,r2,lr,train_loss
51,1,2047,0.0035666469484567642,1.9724377125385217e-05,0.994236946105957,0.0016875946494005715,0.00016942808759913238
51,2,652,0.007601018529385328,0.00014687288785353303,0.9908960461616516,0.0016875946494005715,0.00016942808759913238
51,3,745,0.019836170598864555,0.0005202454049140215,0.9957188367843628,0.0016875946494005715,0.00016942808759913238
51,4,505,0.01129845716059208,0.00020655903790611774,0.9962430000305176,0.0016875946494005715,0.00016942808759913238
51,hard_routed_overall,3949,0.008290821686387062,0.00015903569874353707,0.99892657995224,0.0016875946494005715,0.00016942808759913238
52,1,2047,0.014123366214334965,0.00027483576559461653,0.9196983575820923,0.0016875946494005715,0.00042223349508628506
52,2,652,0.0036338670179247856,2.904721986851655e-05,0.9981995224952698,0.0016875946494005715,0.00042223349508628506
52,3,745,0.011428928934037685,0.00018690450815483928,0.9984619617462158,0.0016875946494005715,0.00042223349508628506
52,4,505,0.0124140540137887,0.0003341459378134459,0.9939224123954773,0.0016875946494005715,0.00042223349508628506
52,hard_routed_overall,3949,0.011664588935673237,0.0002252507401863113,0.9984796643257141,0.0016875946494005715,0.00042223349508628506
53,1,2047,0.002495866734534502,1.729383620840963e-05,0.994947075843811,0.0016875946494005715,0.00029147902316781845
53,2,652,0.004371349234133959,2.824202056217473e-05,0.9982494115829468,0.0016875946494005715,0.00029147902316781845
53,3,745,0.011177144944667816,0.00018483996973372996,0.9984789490699768,0.0016875946494005715,0.00029147902316781845
53,4,505,0.012106772512197495,0.0002035780780715868,0.9962972402572632,0.0016875946494005715,0.00029147902316781845
53,hard_routed_overall,3949,0.005672335159033537,7.453202124452218e-05,0.9994969367980957,0.0016875946494005715,0.00029147902316781845
54,1,2047,0.0023144790902733803,1.2768464330292773e-05,0.9962692856788635,0.0016875946494005715,0.0003129110715352938
54,2,652,0.003278316231444478,2.2566973711946048e-05,0.9986011981964111,0.0016875946494005715,0.0003129110715352938
54,3,745,0.012167629785835743,0.0002060042752418667,0.9983047842979431,0.0016875946494005715,0.0003129110715352938
54,4,505,0.009731964208185673,0.000138725561555475,0.9974768161773682,0.0016875946494005715,0.0003129110715352938
54,hard_routed_overall,3949,0.005281015299260616,6.694866897305474e-05,0.9995481371879578,0.0016875946494005715,0.0003129110715352938
55,1,2047,0.007446519564837217,0.00010266834578942508,0.970002293586731,0.0016875946494005715,0.00016634055373287993
55,2,652,0.00711894640699029,8.653728582430631e-05,0.9946359395980835,0.0016875946494005715,0.00016634055373287993
55,3,745,0.01007823459804058,0.0001553988258820027,0.998721182346344,0.0016875946494005715,0.00016634055373287993
55,4,505,0.008481658063828945,0.0001720884902169928,0.9968699812889099,0.0016875946494005715,0.00016634055373287993
55,hard_routed_overall,3949,0.008021296933293343,0.00011883039405802265,0.9991979598999023,0.0016875946494005715,0.00016634055373287993
56,1,2047,0.00230715936049819,2.613641117932275e-05,0.992363452911377,0.0016875946494005715,0.10799217329346697
56,2,652,0.22329571843147278,0.09179273992776871,-4.689813137054443,0.0016875946494005715,0.10799217329346697
56,3,745,0.007393854670226574,8.215058915084228e-05,0.9993239641189575,0.0016875946494005715,0.10799217329346697
56,4,505,0.010375626385211945,0.0001486437686253339,0.9972963929176331,0.0016875946494005715,0.10799217329346697
56,hard_routed_overall,3949,0.04078492149710655,0.01520350482314825,0.8973833322525024,0.0016875946494005715,0.10799217329346697
57,1,2047,0.010159636847674847,0.000128959771245718,0.9623205065727234,0.0016875946494005715,0.0015306747648742936
57,2,652,0.005425454117357731,5.00391615787521e-05,0.9968982934951782,0.0016875946494005715,0.0015306747648742936
57,3,745,0.009133316576480865,0.00013458734611049294,0.9988924860954285,0.0016875946494005715,0.0015306747648742936
57,4,505,0.006394215393811464,0.00010004993237089366,0.9981802701950073,0.0016875946494005715,0.0015306747648742936
57,hard_routed_overall,3949,0.008702855557203293,0.00011329424160066992,0.9992353320121765,0.0016875946494005715,0.0015306747648742936
58,1,2047,0.005761443171650171,7.754965918138623e-05,0.9773415327072144,0.0016875946494005715,0.00022373786223104088
58,2,652,0.0026617934927344322,9.738472726894543e-06,0.9993963837623596,0.0016875946494005715,0.00022373786223104088
58,3,745,0.01097056269645691,0.00019916471501346678,0.9983610510826111,0.0016875946494005715,0.00022373786223104088
58,4,505,0.012645693495869637,0.0002432469482300803,0.9955757260322571,0.0016875946494005715,0.00022373786223104088
58,hard_routed_overall,3949,0.007112764287739992,0.00011048647138522938,0.9992542862892151,0.0016875946494005715,0.00022373786223104088
59,1,2047,0.002619669307023287,1.8806467778631486e-05,0.9945051074028015,0.0016875946494005715,0.0002073101935996918
59,2,652,0.0024480142164975405,8.958512808021624e-06,0.9994447231292725,0.0016875946494005715,0.0002073101935996918
59,3,745,0.011639147996902466,0.00018211691349279135,0.9985013008117676,0.0016875946494005715,0.0002073101935996918
59,4,505,0.015609201975166798,0.00046140403719618917,0.9916077852249146,0.0016875946494005715,0.0002073101935996918
59,hard_routed_overall,3949,0.005954009015113115,0.0001045895041897893,0.9992940425872803,0.0016875946494005715,0.0002073101935996918
60,1,2047,0.0052361744455993176,4.5813550968887284e-05,0.9866141676902771,0.0016875946494005715,0.0005235509674563336
60,2,652,0.0025774661917239428,1.3961785043647978e-05,0.9991346001625061,0.0016875946494005715,0.0005235509674563336
60,3,745,0.017907682806253433,0.000567183771636337,0.9953325390815735,0.0016875946494005715,0.0005235509674563336
60,4,505,0.04810197278857231,0.004543376620858908,0.9173628091812134,0.0016875946494005715,0.0005235509674563336
60,hard_routed_overall,3949,0.012669455260038376,0.0007140645175240934,0.9951803684234619,0.0016875946494005715,0.0005235509674563336
61,1,2047,0.003761045401915908,2.867285002139397e-05,0.9916223287582397,0.0016875946494005715,0.05603248822691028
61,2,652,0.0018332315376028419,5.347477781469934e-06,0.999668538570404,0.0016875946494005715,0.05603248822691028
61,3,745,0.006157331168651581,5.5298543884418905e-05,0.9995449185371399,0.0016875946494005715,0.05603248822691028
61,4,505,0.02363906055688858,0.0009578782483004034,0.9825776219367981,0.0016875946494005715,0.05603248822691028
61,hard_routed_overall,3949,0.00643683597445488,0.00014867204299662262,0.9989965558052063,0.0016875946494005715,0.05603248822691028
62,1,2047,0.0035622904542833567,6.084150663809851e-05,0.9822233319282532,0.0016875946494005715,0.00018201475209465452
62,2,652,0.0021368234883993864,7.533624739153311e-06,0.9995329976081848,0.0016875946494005715,0.00018201475209465452
62,3,745,0.008327845484018326,9.728730219649151e-05,0.999199390411377,0.0016875946494005715,0.00018201475209465452
62,4,505,0.007339716423302889,0.00010574949556030333,0.9980765581130981,0.0016875946494005715,0.00018201475209465452
62,hard_routed_overall,3949,0.004709045402705669,6.465864862548187e-05,0.9995635747909546,0.0016875946494005715,0.00018201475209465452
63,1,2047,0.003380935173481703,2.0638217392843217e-05,0.9939699172973633,0.0016875946494005715,0.00018752694714132832
63,2,652,0.0014152958756312728,3.105566293015727e-06,0.9998074769973755,0.0016875946494005715,0.00018752694714132832
63,3,745,0.015004230663180351,0.00033002582495100796,0.9972841739654541,0.0016875946494005715,0.00018752694714132832
63,4,505,0.013269280083477497,0.00023524960852228105,0.995721161365509,0.0016875946494005715,0.00018752694714132832
63,hard_routed_overall,3949,0.006513721309602261,0.0001035557288560085,0.9993010759353638,0.0016875946494005715,0.00018752694714132832
64,1,2047,0.0013060037745162845,5.720284207200166e-06,0.9983286261558533,0.0016875946494005715,0.00018586227176250935
64,2,652,0.0021871323697268963,7.164760063460562e-06,0.9995558857917786,0.0016875946494005715,0.00018586227176250935
64,3,745,0.016083722934126854,0.0004331972450017929,0.9964351654052734,0.0016875946494005715,0.00018586227176250935
64,4,505,0.007221101317554712,8.448879088973626e-05,0.9984632730484009,0.0016875946494005715,0.00018586227176250935
64,hard_routed_overall,3949,0.004995803814381361,9.667754056863487e-05,0.999347448348999,0.0016875946494005715,0.00018586227176250935
65,1,2047,0.003342911833897233,4.2459432734176517e-05,0.9875941872596741,0.0016875946494005715,0.00017923949786974493
65,2,652,0.0019846204668283463,5.926001449552132e-06,0.9996326565742493,0.0016875946494005715,0.00017923949786974493
65,3,745,0.023594023659825325,0.000660271558444947,0.9945665001869202,0.0016875946494005715,0.00017923949786974493
65,4,505,0.006869923323392868,6.751035107299685e-05,0.9987720847129822,0.0016875946494005715,0.00017923949786974493
65,hard_routed_overall,3949,0.007390168029814959,0.0001561846729600802,0.9989458322525024,0.0016875946494005715,0.00017923949786974493
66,1,2047,0.00635389843955636,6.506899808300659e-05,0.9809881448745728,0.0016875946494005715,0.0001298914507529961
66,2,652,0.001096615451388061,2.2020826691004913e-06,0.9998635053634644,0.0016875946494005715,0.0001298914507529961
66,3,745,0.00967345479875803,0.00017625157488510013,0.9985495805740356,0.0016875946494005715,0.0001298914507529961
66,4,505,0.007784715853631496,0.00014751219714526087,0.9973169565200806,0.0016875946494005715,0.0001298914507529961
66,hard_routed_overall,3949,0.0062951198779046535,8.620740845799446e-05,0.9994181394577026,0.0016875946494005715,0.0001298914507529961
67,1,2047,0.004041928797960281,3.128544267383404e-05,0.9908590316772461,0.0016875946494005715,0.0001821613643715541
67,2,652,0.001304667443037033,2.743083541645319e-06,0.9998299479484558,0.0016875946494005715,0.0001821613643715541
67,3,745,0.008584191091358662,0.0001330887753283605,0.9989047646522522,0.0016875946494005715,0.0001821613643715541
67,4,505,0.00762540427967906,8.485252328682691e-05,0.9984566569328308,0.0016875946494005715,0.0001821613643715541
67,hard_routed_overall,3949,0.004905171692371368,5.262888589641079e-05,0.9996447563171387,0.0016875946494005715,0.0001821613643715541
68,1,2047,0.013222971931099892,0.00026318657910451293,0.9231020212173462,0.0016875946494005715,0.00017747093956601138
68,2,652,0.0016856727888807654,4.505915057961829e-06,0.9997206926345825,0.0016875946494005715,0.00017747093956601138
68,3,745,0.00928211584687233,0.00014246474893298,0.9988276362419128,0.0016875946494005715,0.00017747093956601138
68,4,505,0.0037546660751104355,2.6309435270377435e-05,0.9995214939117432,0.0016875946494005715,0.00017747093956601138
68,hard_routed_overall,3949,0.009363830089569092,0.00016741029685363173,0.9988700747489929,0.0016875946494005715,0.00017747093956601138
69,1,2047,0.003130071796476841,1.1401892152207438e-05,0.9966685771942139,0.0016875946494005715,0.0001779174071118412
69,2,652,0.0026842751540243626,1.157217047875747e-05,0.999282717704773,0.0016875946494005715,0.0001779174071118412
69,3,745,0.01163510326296091,0.00021504411415662616,0.9982303380966187,0.0016875946494005715,0.0001779174071118412
69,4,505,0.01352656539529562,0.0003740497922990471,0.9931966066360474,0.0016875946494005715,0.0001779174071118412
69,hard_routed_overall,3949,0.005990496836602688,9.622379729989916e-05,0.9993505477905273,0.0016875946494005715,0.0001779174071118412
70,1,2047,0.005953202955424786,7.573070615762845e-05,0.9778729677200317,0.0016875946494005715,0.00016562896058941635
70,2,652,0.0020661484450101852,6.597295396204572e-06,0.999591052532196,0.0016875946494005715,0.00016562896058941635
70,3,745,0.008016889914870262,9.501122258370742e-05,0.9992181658744812,0.0016875946494005715,0.00016562896058941635
70,4,505,0.00762610649690032,0.00012163171777501702,0.9977877140045166,0.0016875946494005715,0.00016562896058941635
70,hard_routed_overall,3949,0.005914687644690275,7.38236412871629e-05,0.9995017051696777,0.0016875946494005715,0.00016562896058941635
71,1,2047,0.0048349290154874325,5.8240086218575016e-05,0.982983410358429,0.0016875946494005715,0.0002055098219634308
71,2,652,0.0017684720223769546,4.941332463204162e-06,0.9996936917304993,0.0016875946494005715,0.0002055098219634308
71,3,745,0.008918149396777153,0.00013826909707859159,0.9988621473312378,0.0016875946494005715,0.0002055098219634308
71,4,505,0.005921526812016964,5.3184419812168926e-05,0.9990326762199402,0.0016875946494005715,0.0002055098219634308
71,hard_routed_overall,3949,0.00523791741579771,6.389156624209136e-05,0.99956876039505,0.0016875946494005715,0.0002055098219634308
72,1,2047,0.005514570511877537,6.82951431372203e-05,0.98004549741745,0.0016875946494005715,0.00013653375356537459
72,2,652,0.001503823441453278,3.3613584946579067e-06,0.9997916221618652,0.0016875946494005715,0.00013653375356537459
72,3,745,0.007253772113472223,8.511531632393599e-05,0.9992995858192444,0.0016875946494005715,0.00013653375356537459
72,4,505,0.005054127424955368,6.339617539197206e-05,0.9988469481468201,0.0016875946494005715,0.00013653375356537459
72,hard_routed_overall,3949,0.005121604073792696,6.012098310748115e-05,0.9995942115783691,0.0016875946494005715,0.00013653375356537459
73,1,2047,0.0011717149754986167,3.4021925330307567e-06,0.9990059733390808,0.0016875946494005715,0.0001800692448781657
73,2,652,0.0015767988516017795,5.223505468165968e-06,0.9996762275695801,0.0016875946494005715,0.0001800692448781657
73,3,745,0.010140486061573029,0.000149690211401321,0.998768150806427,0.0016875946494005715,0.0001800692448781657
73,4,505,0.009241375140845776,0.00014569240738637745,0.9973500967025757,0.0016875946494005715,0.0001800692448781657
73,hard_routed_overall,3949,0.003962554968893528,4.949706271872856e-05,0.9996659159660339,0.0016875946494005715,0.0001800692448781657
74,1,2047,0.012379067949950695,0.0003169634728692472,0.9073895215988159,0.0016875946494005715,0.00016920863072300563
74,2,652,0.0015026695327833295,3.718789685080992e-06,0.9997695088386536,0.0016875946494005715,0.00016920863072300563
74,3,745,0.016589175909757614,0.00035989683237858117,0.9970383644104004,0.0016875946494005715,0.00016920863072300563
74,4,505,0.0038886533584445715,2.4280447178171016e-05,0.9995583891868591,0.0016875946494005715,0.00016920863072300563
74,hard_routed_overall,3949,0.010291820392012596,0.00023591633362229913,0.9984076619148254,0.0016875946494005715,0.00016920863072300563
75,1,2047,0.010262354277074337,0.00018560438184067607,0.9457700252532959,0.0016875946494005715,0.0007725191744905333
75,2,652,0.0014264661585912108,5.733523721573874e-06,0.9996445775032043,0.0016875946494005715,0.0007725191744905333
75,3,745,0.01946559175848961,0.0005097331013530493,0.9958053231239319,0.0016875946494005715,0.0007725191744905333
75,4,505,0.006087066140025854,7.052346336422488e-05,0.9987173080444336,0.0016875946494005715,0.0007725191744905333
75,hard_routed_overall,3949,0.010005805641412735,0.00020233879331499338,0.9986342787742615,0.0016875946494005715,0.0007725191744905333
76,1,2047,0.014481690712273121,0.0007756123086437583,0.7733812928199768,0.0016875946494005715,0.0005880118386548636
76,2,652,0.00921293068677187,0.00013235965161584318,0.9917955994606018,0.0016875946494005715,0.0005880118386548636
76,3,745,0.03541873022913933,0.0015943222679197788,0.9868800640106201,0.0016875946494005715,0.0005880118386548636
76,4,505,0.00955452211201191,0.00010344808106310666,0.9981184601783752,0.0016875946494005715,0.0005880118386548636
76,hard_routed_overall,3949,0.01693158783018589,0.0007379053859040141,0.9950194954872131,0.0016875946494005715,0.0005880118386548636
77,1,2047,0.01585306227207184,0.0004176981165073812,0.8779568076133728,0.0016875946494005715,0.0013572147981903981
77,2,652,0.005048023071140051,7.482084765797481e-05,0.9953622221946716,0.0016875946494005715,0.0013572147981903981
77,3,745,0.009952661581337452,0.00018102287140209228,0.9985103607177734,0.0016875946494005715,0.0013572147981903981
77,4,505,0.006541379727423191,8.570072532165796e-05,0.998441219329834,0.0016875946494005715,0.0013572147981903981
77,hard_routed_overall,3949,0.011765171773731709,0.00027398127713240683,0.9981507658958435,0.0016875946494005715,0.0013572147981903981
78,1,2047,0.011992168612778187,0.0002911310875788331,0.9149371981620789,0.0016875946494005715,0.0003612964476727235
78,2,652,0.007911212742328644,0.00012302814866416156,0.992374062538147,0.0016875946494005715,0.0003612964476727235
78,3,745,0.010154635645449162,0.00019108233391307294,0.9984275698661804,0.0016875946494005715,0.0003612964476727235
78,4,505,0.0063172257505357265,7.478964835172519e-05,0.998639702796936,0.0016875946494005715,0.0003612964476727235
78,hard_routed_overall,3949,0.010246007703244686,0.00021683587692677975,0.9985364675521851,0.0016875946494005715,0.0003612964476727235
79,1,2047,0.014611280523240566,0.0003920423914678395,0.885452926158905,0.0016875946494005715,0.0004745821488247583
79,2,652,0.021135568618774414,0.0007185600697994232,0.955459713935852,0.0016875946494005715,0.0004745821488247583
79,3,745,0.009936941787600517,0.0001567119179526344,0.9987103939056396,0.0016875946494005715,0.0004745821488247583
79,4,505,0.007566438522189856,0.00010709960042731836,0.9980520009994507,0.0016875946494005715,0.0004745821488247583
79,hard_routed_overall,3949,0.013905737549066544,0.00036511715734377503,0.9975356459617615,0.0016875946494005715,0.0004745821488247583
80,1,2047,0.024009421467781067,0.001523896586149931,0.5547473430633545,0.0016875946494005715,0.0004655856360078624
80,2,652,0.004131433553993702,4.2772971937665716e-05,0.9973487257957458,0.0016875946494005715,0.0004655856360078624
80,3,745,0.022574177011847496,0.0008502050768584013,0.9930035471916199,0.0016875946494005715,0.0004655856360078624
80,4,505,0.01554929930716753,0.00025999313220381737,0.9952711462974548,0.0016875946494005715,0.0004655856360078624
80,hard_routed_overall,3949,0.01937481388449669,0.000990631408058107,0.9933136701583862,0.0016875946494005715,0.0004655856360078624
81,1,2047,0.014775067567825317,0.0002677384181879461,0.9217720627784729,0.0016875946494005715,0.0007311991067845449
81,2,652,0.002546575153246522,9.363764547742903e-06,0.9994195699691772,0.0016875946494005715,0.0007311991067845449
81,3,745,0.024448784068226814,0.000782025745138526,0.9935646057128906,0.0016875946494005715,0.0007311991067845449
81,4,505,0.015829546377062798,0.00034552428405731916,0.9937154054641724,0.0016875946494005715,0.0007311991067845449
81,hard_routed_overall,3949,0.01471592765301466,0.00033204976352863014,0.9977588057518005,0.0016875946494005715,0.0007311991067845449
82,1,2047,0.004947085399180651,9.071742533706129e-05,0.9734941720962524,0.0016875946494005715,0.00025445367179688014
82,2,652,0.0016413802513852715,5.7991182984551415e-06,0.9996405243873596,0.0016875946494005715,0.00025445367179688014
82,3,745,0.010441618040204048,0.00015698710922151804,0.9987081289291382,0.0016875946494005715,0.00025445367179688014
82,4,505,0.017719483003020287,0.0004264483868610114,0.9922435283660889,0.0016875946494005715,0.00025445367179688014
82,hard_routed_overall,3949,0.007071210537105799,0.00013213255442678928,0.9991081953048706,0.0016875946494005715,0.00025445367179688014
83,1,2047,0.019528767094016075,0.0007778822327964008,0.772718071937561,0.0016875946494005715,0.00018210483117840222
83,2,652,0.0021636218298226595,6.206909347383771e-06,0.9996152520179749,0.0016875946494005715,0.00018210483117840222
83,3,745,0.015522164292633533,0.0003832089132629335,0.9968464970588684,0.0016875946494005715,0.00018210483117840222
83,4,505,0.004836732987314463,3.930579623556696e-05,0.999285101890564,0.0016875946494005715,0.00018210483117840222
83,hard_routed_overall,3949,0.014027002267539501,0.0004815680149476975,0.9967496395111084,0.0016875946494005715,0.00018210483117840222
84,1,2047,0.04012863710522652,0.0025894830469042063,0.24340391159057617,0.0016875946494005715,0.026444162052822292
84,2,652,0.00166612328030169,3.963379640481435e-06,0.9997543096542358,0.0016875946494005715,0.026444162052822292
84,3,745,0.012635772116482258,0.00026802561478689313,0.9977943897247314,0.0016875946494005715,0.026444162052822292
84,4,505,0.010288141667842865,0.00016794186376500875,0.9969453811645508,0.0016875946494005715,0.026444162052822292
84,hard_routed_overall,3949,0.024775587022304535,0.0014149773633107543,0.9904495477676392,0.0016875946494005715,0.026444162052822292
85,1,2047,0.013708963058888912,0.0005839986260980368,0.8293670415878296,0.0016875946494005715,0.0004725655006979885
85,2,652,0.0010325276525691152,1.7639346197029226e-06,0.9998906850814819,0.0016875946494005715,0.0004725655006979885
85,3,745,0.013831375166773796,0.00032670071232132614,0.997311532497406,0.0016875946494005715,0.0004725655006979885
85,4,505,0.011007812805473804,0.0001479198836022988,0.9973095655441284,0.0016875946494005715,0.0004725655006979885
85,hard_routed_overall,3949,0.011293688789010048,0.0003835621173493564,0.9974111318588257,0.0016875946494005715,0.0004725655006979885
86,1,2047,0.006236422806978226,5.243499617790803e-05,0.9846795201301575,0.0016875946494005715,0.00025299036411935606
86,2,652,0.001480588922277093,4.305400580051355e-06,0.9997331500053406,0.0016875946494005715,0.00025299036411935606
86,3,745,0.006041463930159807,5.723928188672289e-05,0.9995289444923401,0.0016875946494005715,0.00025299036411935606
86,4,505,0.009790852665901184,0.0001442857028450817,0.9973756670951843,0.0016875946494005715,0.00025299036411935606
86,hard_routed_overall,3949,0.0058689727447927,5.7140819990308955e-05,0.9996142983436584,0.0016875946494005715,0.00025299036411935606
87,1,2047,0.002483092015609145,1.2760308891301975e-05,0.9962716698646545,0.0016875946494005715,0.0001604149237532364
87,2,652,0.0021953058894723654,9.029635293700267e-06,0.9994403123855591,0.0016875946494005715,0.0001604149237532364
87,3,745,0.009880068711936474,0.0001803874911274761,0.9985155463218689,0.0016875946494005715,0.0001604149237532364
87,4,505,0.004973003640770912,5.929897088208236e-05,0.9989214539527893,0.0016875946494005715,0.0001604149237532364
87,hard_routed_overall,3949,0.004149467684328556,4.971950329490937e-05,0.9996644258499146,0.0016875946494005715,0.0001604149237532364
88,1,2047,0.004051315598189831,2.2216616343939677e-05,0.9935087561607361,0.0016875946494005715,0.00015953339052723623
88,2,652,0.004390891175717115,3.023387944267597e-05,0.9981259107589722,0.0016875946494005715,0.00015953339052723623
88,3,745,0.04236000031232834,0.0022780911531299353,0.9812532067298889,0.0016875946494005715,0.00015953339052723623
88,4,505,0.003593653440475464,1.9420460375840776e-05,0.999646782875061,0.0016875946494005715,0.00015953339052723623
88,hard_routed_overall,3949,0.011275993660092354,0.0004487655241973698,0.9969710111618042,0.0016875946494005715,0.00015953339052723623
89,1,2047,0.0038093451876193285,3.189980998286046e-05,0.9906795024871826,0.0016875946494005715,0.0003302454067506328
89,2,652,0.00934313889592886,0.0001393612619722262,0.9913616180419922,0.0016875946494005715,0.0003302454067506328
89,3,745,0.018455548211932182,0.0004554270126391202,0.9962522387504578,0.0016875946494005715,0.0003302454067506328
89,4,505,0.0038314759731292725,4.2463536374270916e-05,0.9992276430130005,0.0016875946494005715,0.0003302454067506328
89,hard_routed_overall,3949,0.007488917093724012,0.00013089380809105933,0.9991165399551392,0.0016875946494005715,0.0003302454067506328
90,1,2047,0.003014178015291691,1.683203663560562e-05,0.9950820207595825,0.0016875946494005715,0.00017286029880427036
90,2,652,0.0013951470609754324,4.660182639781851e-06,0.9997111558914185,0.0016875946494005715,0.00017286029880427036
90,3,745,0.010044235736131668,0.0001419752079527825,0.9988316893577576,0.0016875946494005715,0.00017286029880427036
90,4,505,0.014141334220767021,0.0002726970997173339,0.9950400590896606,0.0016875946494005715,0.00017286029880427036
90,hard_routed_overall,3949,0.0054960716515779495,7.115148036973551e-05,0.9995197653770447,0.0016875946494005715,0.00017286029880427036
91,1,2047,0.003613787004724145,2.160676012863405e-05,0.9936869144439697,0.0016875946494005715,0.00025015930236071244
91,2,652,0.0035100860986858606,1.748591603245586e-05,0.9989161491394043,0.0016875946494005715,0.00025015930236071244
91,3,745,0.036772094666957855,0.0017244669143110514,0.9858090877532959,0.0016875946494005715,0.00025015930236071244
91,4,505,0.004339802078902721,4.836048174183816e-05,0.9991204142570496,0.0016875946494005715,0.00025015930236071244
91,hard_routed_overall,3949,0.00994499959051609,0.0003456013510003686,0.9976673722267151,0.0016875946494005715,0.00025015930236071244
92,1,2047,0.0021915463730692863,1.612370033399202e-05,0.9952889680862427,0.0016875946494005715,0.00024303702822738073
92,2,652,0.0036859235260635614,1.90534792636754e-05,0.9988189339637756,0.0016875946494005715,0.00024303702822738073
92,3,745,0.012921446934342384,0.0002177463611587882,0.9982081055641174,0.0016875946494005715,0.00024303702822738073
92,4,505,0.007127645891159773,9.281659731641412e-05,0.9983118176460266,0.0016875946494005715,0.00024303702822738073
92,hard_routed_overall,3949,0.005093759391456842,6.44521351205185e-05,0.9995650053024292,0.0016875946494005715,0.00024303702822738073
93,1,2047,0.004227437078952789,3.0316385164042003e-05,0.9911421537399292,0.0016875946494005715,0.00017390787522139539
93,2,652,0.0024100015871226788,8.321435416291934e-06,0.9994841814041138,0.0016875946494005715,0.00017390787522139539
93,3,745,0.01329532079398632,0.0002382748934905976,0.998039186000824,0.0016875946494005715,0.00017390787522139539
93,4,505,0.01153971441090107,0.00024307628336828202,0.9955788254737854,0.0016875946494005715,0.00017390787522139539
93,hard_routed_overall,3949,0.006573171820491552,9.312522888649255e-05,0.9993714690208435,0.0016875946494005715,0.00017390787522139539
94,1,2047,0.010257684625685215,0.00020825484534725547,0.9391520023345947,0.0016875946494005715,0.0001221335577933895
94,2,652,0.0015626001404598355,4.474852630664827e-06,0.9997225999832153,0.0016875946494005715,0.0001221335577933895
94,3,745,0.004203056450933218,4.029064439237118e-05,0.9996684193611145,0.0016875946494005715,0.0001221335577933895
94,4,505,0.014552059583365917,0.00022632403124589473,0.9958835244178772,0.0016875946494005715,0.0001221335577933895
94,hard_routed_overall,3949,0.008229010738432407,0.00014523307618219405,0.9990197420120239,0.0016875946494005715,0.0001221335577933895
95,1,2047,0.008195673115551472,0.00020450327428989112,0.9402481317520142,0.0016875946494005715,0.00030386279048534267
95,2,652,0.02232147566974163,0.0010691701900213957,0.9337270259857178,0.0016875946494005715,0.00030386279048534267
95,3,745,0.013518068008124828,0.00024880142882466316,0.9979525804519653,0.0016875946494005715,0.00030386279048534267
95,4,505,0.04078448563814163,0.0030162252951413393,0.9451394081115723,0.0016875946494005715,0.00030386279048534267
95,hard_routed_overall,3949,0.015699485316872597,0.0007151855970732868,0.9951727986335754,0.0016875946494005715,0.00030386279048534267
96,1,2047,0.0016813203692436218,1.0303893759555649e-05,0.9969894289970398,0.0016875946494005715,0.0003115995873046021
96,2,652,0.014182859100401402,0.00035569744068197906,0.9779519438743591,0.0016875946494005715,0.0003115995873046021
96,3,745,0.014159731566905975,0.0002624952467158437,0.9978398680686951,0.0016875946494005715,0.0003115995873046021
96,4,505,0.007282913196831942,7.556998752988875e-05,0.9986255168914795,0.0016875946494005715,0.0003115995873046021
96,hard_routed_overall,3949,0.006815841421484947,0.0001232536305906251,0.9991680979728699,0.0016875946494005715,0.0003115995873046021
97,1,2047,0.0030547515489161015,1.4035746062290855e-05,0.9958990216255188,0.0016875946494005715,0.00021384631600085413
97,2,652,0.0027453324291855097,9.96794733509887e-06,0.9993821382522583,0.0016875946494005715,0.00021384631600085413
97,3,745,0.018764059990644455,0.0004457176837604493,0.9963321089744568,0.0016875946494005715,0.00021384631600085413
97,4,505,0.012334814295172691,0.00019000981410499662,0.9965440034866333,0.0016875946494005715,0.00021384631600085413
97,hard_routed_overall,3949,0.007154048886150122,0.0001173068885691464,0.9992082118988037,0.0016875946494005715,0.00021384631600085413
98,1,2047,0.0049942913465201855,3.7142530345590785e-05,0.9891476631164551,0.0016875946494005715,0.013081940270709427
98,2,652,0.004256482236087322,2.0861516532022506e-05,0.9987068772315979,0.0016875946494005715,0.013081940270709427
98,3,745,0.46583038568496704,0.2635444700717926,-1.1687500476837158,0.0016875946494005715,0.013081940270709427
98,4,505,0.010776071809232235,0.00017303512140642852,0.9968527555465698,0.0016875946494005715,0.013081940270709427
98,hard_routed_overall,3949,0.09255104511976242,0.04976389929652214,0.6641165018081665,0.0016875946494005715,0.013081940270709427
99,1,2047,0.0025276392698287964,1.0610285244183615e-05,0.9968999028205872,0.0016875946494005715,0.002520005328293454
99,2,652,0.006129785440862179,7.709320198046044e-05,0.9952213168144226,0.0016875946494005715,0.002520005328293454
99,3,745,0.019494229927659035,0.0005028319428674877,0.9958621263504028,0.0016875946494005715,0.002520005328293454
99,4,505,0.007220855448395014,0.0002005429269047454,0.9963524341583252,0.0016875946494005715,0.002520005328293454
99,hard_routed_overall,3949,0.006923380773514509,0.0001387358788633719,0.9990636110305786,0.0016875946494005715,0.002520005328293454
100,1,2047,0.011904613114893436,0.00017780203779693693,0.9480497241020203,0.0016875946494005715,0.0002233331732338317
100,2,652,0.0026527391746640205,1.0727730114012957e-05,0.9993350505828857,0.0016875946494005715,0.0002233331732338317
100,3,745,0.016428213566541672,0.0006151765119284391,0.9949375987052917,0.0016875946494005715,0.0002233331732338317
