epoch,expert,n,mae,mse,r2,lr,train_loss
15,2,652,0.03199303522706032,0.0018947714706882834,0.8825517892837524,0.0016875946494005715,0.0010195897259343896
15,3,745,0.015498068183660507,0.0004852750280406326,0.9960066080093384,0.0016875946494005715,0.0010195897259343896
15,4,505,0.023656656965613365,0.0007293586968444288,0.9867340922355652,0.0016875946494005715,0.0010195897259343896
15,hard_routed_overall,3949,0.017980167642235756,0.0006398606346920133,0.9956812262535095,0.0016875946494005715,0.0010195897259343896
16,1,2047,0.008418746292591095,0.00010517373448237777,0.9692702889442444,0.0016875946494005715,0.0009387245058127108
16,2,652,0.013888259418308735,0.0004233822110109031,0.9737564921379089,0.0016875946494005715,0.0009387245058127108
16,3,745,0.013078857213258743,0.00035326057695783675,0.9970929622650146,0.0016875946494005715,0.0009387245058127108
16,4,505,0.009986056946218014,0.00019715979578904808,0.9964139461517334,0.0016875946494005715,0.0009387245058127108
16,hard_routed_overall,3949,0.010401373729109764,0.00021627770911436528,0.9985402226448059,0.0016875946494005715,0.0009387245058127108
17,1,2047,0.014000087976455688,0.0002594653342384845,0.9241893291473389,0.0016875946494005715,0.00048088724190987
17,2,652,0.009184307418763638,0.00013626430882140994,0.9915536046028137,0.0016875946494005715,0.00048088724190987
17,3,745,0.013984113931655884,0.00027641819906421006,0.9977253079414368,0.0016875946494005715,0.00048088724190987
17,4,505,0.008949126116931438,0.00016557166236452758,0.9969884753227234,0.0016875946494005715,0.00048088724190987
17,hard_routed_overall,3949,0.012556045316159725,0.00023031530145090073,0.998445451259613,0.0016875946494005715,0.00048088724190987
18,1,2047,0.004350154660642147,4.216046727378853e-05,0.9876815676689148,0.0016875946494005715,0.0004579328586612152
18,2,652,0.00471577700227499,3.807034227065742e-05,0.9976401925086975,0.0016875946494005715,0.0004579328586612152
18,3,745,0.01888505183160305,0.0004457412287592888,0.9963319301605225,0.0016875946494005715,0.0004579328586612152
18,4,505,0.008927321061491966,0.00016454039723612368,0.9970072507858276,0.0016875946494005715,0.0004579328586612152
18,hard_routed_overall,3949,0.007737936917692423,0.00013327282795216888,0.9991004467010498,0.0016875946494005715,0.0004579328586612152
19,1,2047,0.01029434334486723,0.0001167871305369772,0.965877115726471,0.0016875946494005715,0.0003460506320533891
19,2,652,0.015282456763088703,0.0002744521771091968,0.9829879403114319,0.0016875946494005715,0.0003460506320533891
19,3,745,0.016582544893026352,0.0003752728516701609,0.9969118237495422,0.0016875946494005715,0.0003460506320533891
19,4,505,0.005523388274013996,6.97555806254968e-05,0.998731255531311,0.0016875946494005715,0.0003460506320533891
19,hard_routed_overall,3949,0.011694097891449928,0.00018556872964836657,0.9987474679946899,0.0016875946494005715,0.0003460506320533891
20,1,2047,0.005427059717476368,9.269748989026994e-05,0.9729155898094177,0.0016875946494005715,1.0867387691849275
20,2,652,0.03933154419064522,0.0040693096816539764,0.7477620840072632,0.0016875946494005715,1.0867387691849275
20,3,745,0.00781231140717864,9.557199518894777e-05,0.9992135167121887,0.0016875946494005715,1.0867387691849275
20,4,505,0.004481174983084202,5.5831940699135885e-05,0.9989845156669617,0.0016875946494005715,1.0867387691849275
20,hard_routed_overall,3949,0.011353892274200916,0.0007450843113474548,0.9949710369110107,0.0016875946494005715,1.0867387691849275
21,1,2047,0.007629670202732086,8.500146941514686e-05,0.9751642346382141,0.0016875946494005715,0.0005514113045430877
21,2,652,0.010007696226239204,0.00014678356819786131,0.990901529788971,0.0016875946494005715,0.0005514113045430877
21,3,745,0.008693993091583252,0.000123753838124685,0.9989815950393677,0.0016875946494005715,0.0005514113045430877
21,4,505,0.005762179382145405,6.876711995573714e-05,0.9987492561340332,0.0016875946494005715,0.0005514113045430877
21,hard_routed_overall,3949,0.00798426941037178,0.00010043679503723979,0.9993221163749695,0.0016875946494005715,0.0005514113045430877
22,1,2047,0.010221420787274837,0.00024342120741494,0.9288771152496338,0.0016875946494005715,0.00036361144274480703
22,2,652,0.007007076870650053,5.991010766592808e-05,0.9962864518165588,0.0016875946494005715,0.00036361144274480703
22,3,745,0.009775161743164062,0.00014258410374168307,0.9988266229629517,0.0016875946494005715,0.00036361144274480703
22,4,505,0.0076760114170610905,0.00010611468314891681,0.9980699419975281,0.0016875946494005715,0.00036361144274480703
22,hard_routed_overall,3949,0.009281019680202007,0.0001765403285389766,0.9988084435462952,0.0016875946494005715,0.00036361144274480703
23,1,2047,0.006634545978158712,0.00014745359658263624,0.9569169282913208,0.0016875946494005715,0.0004515673704924167
23,2,652,0.005069465842097998,4.174731293460354e-05,0.9974122643470764,0.0016875946494005715,0.0004515673704924167
23,3,745,0.013601194135844707,0.00024103412579279393,0.9980164766311646,0.0016875946494005715,0.0004515673704924167
23,4,505,0.012737534940242767,0.0003766444860957563,0.9931493997573853,0.0016875946494005715,0.0004515673704924167
23,hard_routed_overall,3949,0.00847089197486639,0.0001769644586602226,0.998805582523346,0.0016875946494005715,0.0004515673704924167
24,1,2047,0.010125928558409214,0.00024402778944931924,0.9286998510360718,0.0016875946494005715,0.0005724930257612516
24,2,652,0.005443287547677755,3.712036777869798e-05,0.9976990818977356,0.0016875946494005715,0.0005724930257612516
24,3,745,0.010670284740626812,0.000198053996427916,0.9983701705932617,0.0016875946494005715,0.0005724930257612516
24,4,505,0.011799430474638939,0.00027148102526552975,0.9950621724128723,0.0016875946494005715,0.0005724930257612516
24,hard_routed_overall,3949,0.009669504128396511,0.00020470385788939893,0.9986183643341064,0.0016875946494005715,0.0005724930257612516
25,1,2047,0.007231949362903833,8.941380656324327e-05,0.9738750457763672,0.0016875946494005715,0.0005048929829025574
25,2,652,0.004007531795650721,2.7950198273174465e-05,0.9982674717903137,0.0016875946494005715,0.0005048929829025574
25,3,745,0.014733372256159782,0.0003049782826565206,0.9974902868270874,0.0016875946494005715,0.0005048929829025574
25,4,505,0.00835737306624651,0.00013205110735725611,0.9975981712341309,0.0016875946494005715,0.0005048929829025574
25,hard_routed_overall,3949,0.00825868546962738,0.00012538573355413973,0.999153733253479,0.0016875946494005715,0.0005048929829025574
26,1,2047,0.018429890275001526,0.0012490862281993032,0.6350414752960205,0.0016875946494005715,0.00036129283656801786
26,2,652,0.0029521179385483265,2.546122414059937e-05,0.9984217882156372,0.0016875946494005715,0.00036129283656801786
26,3,745,0.01294626109302044,0.0003941735194530338,0.9967562556266785,0.0016875946494005715,0.00036129283656801786
26,4,505,0.030709359794855118,0.001196697703562677,0.9782338738441467,0.0016875946494005715,0.00036129283656801786
26,hard_routed_overall,3949,0.01641021855175495,0.0008790763095021248,0.9940666556358337,0.0016875946494005715,0.00036129283656801786
27,1,2047,0.005416656844317913,4.380702011985704e-05,0.9872004389762878,0.0016875946494005715,0.0006632087414829819
27,2,652,0.0015783661510795355,5.328226961864857e-06,0.9996697306632996,0.0016875946494005715,0.0006632087414829819
27,3,745,0.03813334181904793,0.0022968912962824106,0.9810985326766968,0.0016875946494005715,0.0006632087414829819
27,4,505,0.027931494638323784,0.0009688581340014935,0.9823779463768005,0.0016875946494005715,0.0006632087414829819
27,hard_routed_overall,3949,0.01383432187139988,0.0005808064015582204,0.9960798025131226,0.0016875946494005715,0.0006632087414829819
28,1,2047,0.011949802748858929,0.0002067429304588586,0.9395937919616699,0.0016875946494005715,0.0004084733419374736
28,2,652,0.002587560098618269,8.986383363662753e-06,0.999442994594574,0.0016875946494005715,0.0004084733419374736
28,3,745,0.014682934619486332,0.0003373442741576582,0.9972239136695862,0.0016875946494005715,0.0004084733419374736
28,4,505,0.008245794102549553,0.00018888706108555198,0.9965644478797913,0.0016875946494005715,0.0004084733419374736
28,hard_routed_overall,3949,0.010445998050272465,0.00019644755229819566,0.9986740946769714,0.0016875946494005715,0.0004084733419374736
29,1,2047,0.009321155957877636,0.00011645626364042982,0.9659737348556519,0.0016875946494005715,0.00026067700028145353
29,2,652,0.006995603442192078,7.40893156034872e-05,0.9954075217247009,0.0016875946494005715,0.00026067700028145353
29,3,745,0.009549383074045181,0.00014777915203012526,0.9987838864326477,0.0016875946494005715,0.00026067700028145353
29,4,505,0.006648395210504532,9.535196295473725e-05,0.9982656836509705,0.0016875946494005715,0.00026067700028145353
29,hard_routed_overall,3949,0.008638456463813782,0.00011267167428741232,0.9992395043373108,0.0016875946494005715,0.00026067700028145353
30,1,2047,0.0032038227654993534,2.7074294848716818e-05,0.9920894503593445,0.0016875946494005715,0.00033833299793543356
30,2,652,0.0014083668356761336,3.979767825512681e-06,0.9997532963752747,0.0016875946494005715,0.00033833299793543356
30,3,745,0.013809751719236374,0.00026387389516457915,0.9978285431861877,0.0016875946494005715,0.00033833299793543356
30,4,505,0.022533325478434563,0.0007361070020124316,0.9866113066673279,0.0016875946494005715,0.00033833299793543356
30,hard_routed_overall,3949,0.007380114868283272,0.00015860622806940228,0.998929500579834,0.0016875946494005715,0.00033833299793543356
31,1,2047,0.005755998194217682,6.0715970903402194e-05,0.98225998878479,0.0016875946494005715,0.00034520173604476204
31,2,652,0.0016448963433504105,4.746270860778168e-06,0.9997057914733887,0.0016875946494005715,0.00034520173604476204
31,3,745,0.010909611359238625,0.00014941096014808863,0.9987704753875732,0.0016875946494005715,0.00034520173604476204
31,4,505,0.01424157153815031,0.00033517007250338793,0.9939037561416626,0.0016875946494005715,0.00034520173604476204
31,hard_routed_overall,3949,0.007134630344808102,0.00010330519580747932,0.9993027448654175,0.0016875946494005715,0.00034520173604476204
32,1,2047,0.004290675278753042,3.076647044508718e-05,0.9910106658935547,0.0016875946494005715,0.00020851280442002462
32,2,652,0.0019719458650797606,7.34128389012767e-06,0.9995449185371399,0.0016875946494005715,0.00020851280442002462
32,3,745,0.012501542456448078,0.00020305239013396204,0.9983290433883667,0.0016875946494005715,0.00020851280442002462
32,4,505,0.010529971681535244,0.000329534086631611,0.9940062761306763,0.0016875946494005715,0.00020851280442002462
32,hard_routed_overall,3949,0.006254749838262796,9.760806278791279e-05,0.9993411898612976,0.0016875946494005715,0.00020851280442002462
33,1,2047,0.007541186176240444,0.00012646317190956324,0.9630499482154846,0.0016875946494005715,0.00029799602455774047
33,2,652,0.005572951398789883,4.20615506300237e-05,0.9973927736282349,0.0016875946494005715,0.00029799602455774047
33,3,745,0.007744227070361376,8.991910726763308e-05,0.9992600679397583,0.0016875946494005715,0.00029799602455774047
33,4,505,0.015980932861566544,0.00040327158058062196,0.9926651120185852,0.0016875946494005715,0.00029799602455774047
33,hard_routed_overall,3949,0.008333804085850716,0.00014103220019023865,0.999048113822937,0.0016875946494005715,0.00029799602455774047
34,1,2047,0.017118964344263077,0.0004917357000522316,0.8563244938850403,0.0016875946494005715,0.0007575073441623845
34,2,652,0.005545774474740028,3.996579107479192e-05,0.9975227117538452,0.0016875946494005715,0.0007575073441623845
34,3,745,0.026073332875967026,0.0010785083286464214,0.9911248087882996,0.0016875946494005715,0.0007575073441623845
34,4,505,0.01264614425599575,0.00033584132324904203,0.9938915371894836,0.0016875946494005715,0.0007575073441623845
34,hard_routed_overall,3949,0.01632547378540039,0.0005079081165604293,0.9965718388557434,0.0016875946494005715,0.0007575073441623845
35,1,2047,0.024057641625404358,0.0012885750038549304,0.6235036849975586,0.0016875946494005715,0.0007940375032757724
35,2,652,0.0028011377435177565,2.11641781788785e-05,0.9986881017684937,0.0016875946494005715,0.0007940375032757724
35,3,745,0.01732965186238289,0.0004367431392893195,0.9964059591293335,0.0016875946494005715,0.0007940375032757724
35,4,505,0.02192123420536518,0.0008258354500867426,0.9849792718887329,0.0016875946494005715,0.0007940375032757724
35,hard_routed_overall,3949,0.019005607813596725,0.0008594409446232021,0.9941991567611694,0.0016875946494005715,0.0007940375032757724
36,1,2047,0.013368416577577591,0.0003302952682133764,0.9034941792488098,0.0016875946494005715,0.0007702570752195654
36,2,652,0.0026610952336341143,1.1371676919225138e-05,0.9992951154708862,0.0016875946494005715,0.0007702570752195654
36,3,745,0.014158563688397408,0.00028791584190912545,0.9976307153701782,0.0016875946494005715,0.0007702570752195654
36,4,505,0.012999134138226509,0.0004575215280056,0.9916783571243286,0.0016875946494005715,0.0007702570752195654
36,hard_routed_overall,3949,0.011702424846589565,0.00028591399313881993,0.998070240020752,0.0016875946494005715,0.0007702570752195654
37,1,2047,0.005988540127873421,7.817440200597048e-05,0.9771589636802673,0.0016875946494005715,0.0002417153805107509
37,2,652,0.002385135041549802,1.4721110346727073e-05,0.9990875124931335,0.0016875946494005715,0.0002417153805107509
37,3,745,0.01027620118111372,0.00016800123557914048,0.9986174702644348,0.0016875946494005715,0.0002417153805107509
37,4,505,0.0112459072843194,0.00022190062736626714,0.995963990688324,0.0016875946494005715,0.0002417153805107509
37,hard_routed_overall,3949,0.006874804850667715,0.00010302403097739443,0.9993046522140503,0.0016875946494005715,0.0002417153805107509
38,1,2047,0.05013244226574898,0.0036911179777234793,-0.07847225666046143,0.0016875946494005715,0.00042223234038007626
38,2,652,0.0033287014812231064,2.022884837060701e-05,0.9987460970878601,0.0016875946494005715,0.00042223234038007626
38,3,745,0.015810301527380943,0.0004018243635073304,0.9966933131217957,0.0016875946494005715,0.00042223234038007626
38,4,505,0.0054870364256203175,5.6016458984231576e-05,0.9989811182022095,0.0016875946494005715,0.00042223234038007626
38,hard_routed_overall,3949,0.030220573768019676,0.0019996340852230787,0.9865033626556396,0.0016875946494005715,0.00042223234038007626
39,1,2047,0.006314028054475784,0.00047897189506329596,0.8600537776947021,0.0016875946494005715,0.001704201439884679
39,2,652,0.0028229565359652042,2.5651161195128225e-05,0.9984099864959717,0.0016875946494005715,0.001704201439884679
39,3,745,0.012206275947391987,0.00025472173001617193,0.9979038238525391,0.0016875946494005715,0.001704201439884679
39,4,505,0.020132072269916534,0.0006041651940904558,0.9890111684799194,0.0016875946494005715,0.001704201439884679
39,hard_routed_overall,3949,0.008616296574473381,0.0003778301179409027,0.9974498152732849,0.0016875946494005715,0.001704201439884679
40,1,2047,0.19820769131183624,0.053889982402324677,-14.745595932006836,0.0016875946494005715,0.11967043560804497
40,2,652,0.010296826250851154,0.00015190104022622108,0.9905843734741211,0.0016875946494005715,0.11967043560804497
40,3,745,0.01606842316687107,0.00044090766459703445,0.9963716864585876,0.0016875946494005715,0.11967043560804497
40,4,505,0.003994293045252562,4.7570090828230605e-05,0.9991347789764404,0.0016875946494005715,0.11967043560804497
40,hard_routed_overall,3949,0.1079849898815155,0.02804870344698429,0.810684084892273,0.0016875946494005715,0.11967043560804497
41,1,2047,0.016437051817774773,0.00036993250250816345,0.8919129967689514,0.0016875946494005715,0.0037771593507063845
41,2,652,0.001832661684602499,5.447453077067621e-06,0.9996623396873474,0.0016875946494005715,0.0037771593507063845
41,3,745,0.00582413375377655,5.213777694734745e-05,0.9995709657669067,0.0016875946494005715,0.0037771593507063845
41,4,505,0.01383092999458313,0.0007817095029167831,0.9857819080352783,0.0016875946494005715,0.0037771593507063845
41,hard_routed_overall,3949,0.011690338142216206,0.00030245876405388117,0.9979585409164429,0.0016875946494005715,0.0037771593507063845
42,1,2047,0.009544627740979195,0.00019147871353197843,0.9440536499023438,0.0016875946494005715,0.0006737672638630629
42,2,652,0.017042549327015877,0.00032707490026950836,0.9797261357307434,0.0016875946494005715,0.0006737672638630629
42,3,745,0.024988124147057533,0.0007971536251716316,0.9934400916099548,0.0016875946494005715,0.0006737672638630629
42,4,505,0.01808587834239006,0.0004719823191408068,0.9914153814315796,0.0016875946494005715,0.0006737672638630629
42,hard_routed_overall,3949,0.014788330532610416,0.00036400111275725067,0.9975431561470032,0.0016875946494005715,0.0006737672638630629
43,1,2047,0.016357731074094772,0.0006347746821120381,0.8145313262939453,0.0016875946494005715,0.0004972686789598458
43,2,652,0.0047112153843045235,3.970101897721179e-05,0.9975391030311584,0.0016875946494005715,0.0004972686789598458
43,3,745,0.008391191251575947,0.00011082424316555262,0.9990879893302917,0.0016875946494005715,0.0004972686789598458
43,4,505,0.009945782832801342,0.00016625328862573951,0.9969760775566101,0.0016875946494005715,0.0004972686789598458
43,hard_routed_overall,3949,0.012111937627196312,0.00037776422686874866,0.9974502921104431,0.0016875946494005715,0.0004972686789598458
44,1,2047,0.002114450093358755,1.9038692698813975e-05,0.9944372773170471,0.0016875946494005715,0.4536961420019525
44,2,652,0.01779734343290329,0.00042220292380079627,0.9738295674324036,0.0016875946494005715,0.4536961420019525
44,3,745,0.38490980863571167,0.21910624206066132,-0.8030606508255005,0.0016875946494005715,0.4536961420019525
44,4,505,0.03608662262558937,0.0028789136558771133,0.9476369023323059,0.0016875946494005715,0.4536961420019525
44,hard_routed_overall,3949,0.08126454800367355,0.041783303022384644,0.7179818749427795,0.0016875946494005715,0.4536961420019525
45,1,2047,0.00804508663713932,8.379312203032896e-05,0.9755172729492188,0.0016875946494005715,0.009484416313259112
45,2,652,0.0023977404925972223,1.0514947462070268e-05,0.9993482232093811,0.0016875946494005715,0.009484416313259112
45,3,745,0.021965131163597107,0.0006912860553711653,0.9943112730979919,0.0016875946494005715,0.009484416313259112
45,4,505,0.01861107349395752,0.00047484919195994735,0.9913632273674011,0.0016875946494005715,0.009484416313259112
45,hard_routed_overall,3949,0.011089954525232315,0.00023630974465049803,0.9984050393104553,0.0016875946494005715,0.009484416313259112
46,1,2047,0.006423751823604107,0.00020361915812827647,0.9405064582824707,0.0016875946494005715,0.00025163821849292296
46,2,652,0.003691853489726782,2.8061003831680864e-05,0.9982606172561646,0.0016875946494005715,0.00025163821849292296
46,3,745,0.026319272816181183,0.0008705694344826043,0.9928359389305115,0.0016875946494005715,0.00025163821849292296
46,4,505,0.012947957962751389,0.0003995317092631012,0.9927331209182739,0.0016875946494005715,0.00025163821849292296
46,hard_routed_overall,3949,0.010560416616499424,0.00032551074400544167,0.9978029727935791,0.0016875946494005715,0.00025163821849292296
47,1,2047,0.00813633669167757,0.00011562203872017562,0.9662175178527832,0.0016875946494005715,0.0002868073552822499
47,2,652,0.002804157789796591,1.720931140880566e-05,0.9989332556724548,0.0016875946494005715,0.0002868073552822499
47,3,745,0.011787687428295612,0.0002020481479121372,0.9983373284339905,0.0016875946494005715,0.0002868073552822499
47,4,505,0.032909248024225235,0.0013555217301473022,0.9753451347351074,0.0016875946494005715,0.0002868073552822499
47,hard_routed_overall,3949,0.011112784966826439,0.0002742373326327652,0.998149037361145,0.0016875946494005715,0.0002868073552822499
48,1,2047,0.007611842360347509,6.672558811260387e-05,0.9805040955543518,0.0016875946494005715,0.0002317481465715607
48,2,652,0.0018009607447311282,5.371631687012268e-06,0.9996670484542847,0.0016875946494005715,0.0002317481465715607
48,3,745,0.009249023161828518,0.00013781682355329394,0.9988659024238586,0.0016875946494005715,0.0002317481465715607
48,4,505,0.010383358225226402,0.0001650794001761824,0.9969974756240845,0.0016875946494005715,0.0002317481465715607
48,hard_routed_overall,3949,0.007315721828490496,8.258501475211233e-05,0.9994425773620605,0.0016875946494005715,0.0002317481465715607
49,1,2047,0.00356420804746449,7.404303323710337e-05,0.9783660769462585,0.0016875946494005715,0.00022273230939801226
49,2,652,0.0026093535125255585,1.1556104254850652e-05,0.9992836713790894,0.0016875946494005715,0.00022273230939801226
49,3,745,0.010341798886656761,0.00015845717280171812,0.9986960291862488,0.0016875946494005715,0.00022273230939801226
49,4,505,0.009222706779837608,0.00011977112444583327,0.997821569442749,0.0016875946494005715,0.00022273230939801226
49,hard_routed_overall,3949,0.005408797413110733,8.549902850063518e-05,0.9994229078292847,0.0016875946494005715,0.00022273230939801226
50,1,2047,0.00413033552467823,3.055831984966062e-05,0.9910714626312256,0.0016875946494005715,0.00025353376329275627
50,2,652,0.005877011921256781,5.06402830069419e-05,0.9968610405921936,0.0016875946494005715,0.00025353376329275627
50,3,745,0.011856921017169952,0.0002252980339108035,0.9981459975242615,0.0016875946494005715,0.00025353376329275627
50,4,505,0.016508832573890686,0.0005399173242039979,0.990179717540741,0.0016875946494005715,0.00025353376329275627
50,hard_routed_overall,3949,0.007459351327270269,0.00013574972399510443,0.9990837574005127,0.0016875946494005715,0.00025353376329275627
